Year,rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,location,aliases,subjects_offered,closed,unaccredited
2023,1680,168,Medical University of Graz,56.6,1680,29.4,546,79,230,98.1,28,34.4,318,96.8,68,Austria,Medical University of Graz,"Medicine & Dentistry,Other Health",FALSE,FALSE
2023,1690,168,"Northeastern University, US",56.6,1690,39.9,238,76.3,261,40.1,951,30.2,425,96.2,76,United States,"Northeastern University, US","Psychology,Accounting & Finance,Politics & International Studies (incl Development Studies),Veterinary Science,Communication & Media Studies,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Other Health,Business & Management,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Geography,Biological Sciences,Computer Science,Medicine & Dentistry,Education,Chemistry,Law,Sociology,Sport Science,Economics & Econometrics",FALSE,FALSE
2023,1700,170,Indiana University,56.5,1700,45.5,154,54.3,586,53.6,342,39.4,249,85.5,229,United States,Indiana University,"Civil Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,General Engineering,Chemistry,Medicine & Dentistry,Law,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Sociology,Other Health,Economics & Econometrics,Archaeology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geography,Chemical Engineering,Sport Science,Business & Management,Veterinary Science,Physics & Astronomy,Agriculture & Forestry,Education,Architecture,Psychology,Computer Science,Biological Sciences",FALSE,FALSE
2023,1710,170,Universit?? Catholique de Louvain,56.5,1710,39.9,237,82.3,191,57.7,291,50.4,136,72.8,446,Belgium,Universit?? Catholique de Louvain,"Civil Engineering,Chemistry,Economics & Econometrics,Sport Science,Geography,Business & Management,Art, Performing Arts & Design,Veterinary Science,Communication & Media Studies,General Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Law,Languages, Literature & Linguistics,Computer Science,Sociology,Mechanical & Aerospace Engineering,Other Health,Biological Sciences,Physics & Astronomy,Accounting & Finance,Education,Archaeology,Agriculture & Forestry,Architecture,History, Philosophy & Theology,Mathematics & Statistics,Electrical & Electronic Engineering,Chemical Engineering,Psychology,Medicine & Dentistry",FALSE,FALSE
2023,1720,170,Sungkyunkwan University (SKKU),56.5,1720,52.8,94,56.4,544,98.3,27,54,114,59.4,679,South Korea,Sungkyunkwan University (SKKU),"Medicine & Dentistry,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,History, Philosophy & Theology,Physics & Astronomy,Education,Computer Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Psychology,Business & Management,Sport Science,Mechanical & Aerospace Engineering,Mathematics & Statistics,Architecture,Economics & Econometrics,Civil Engineering,Sociology,Other Health,Law,Art, Performing Arts & Design,Chemical Engineering,Chemistry",FALSE,FALSE
2023,1730,173,Wuhan University,56.4,1730,43.5,179,35.3,1089,69.4,200,40.5,229,89.2,164,China,Wuhan University,"Law,Psychology,History, Philosophy & Theology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Geography,General Engineering,Education,Physics & Astronomy,Mathematics & Statistics,Electrical & Electronic Engineering,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Veterinary Science,Economics & Econometrics,Civil Engineering,Architecture,Archaeology,Other Health,Chemical Engineering,Mechanical & Aerospace Engineering,Business & Management,Communication & Media Studies,Art, Performing Arts & Design,Chemistry,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sociology",FALSE,FALSE
2023,1740,174,Ulsan National Institute of Science and Technology (UNIST),56.3,1740,41.3,211,43.7,844,89.9,68,42,212,85.9,221,South Korea,Ulsan National Institute of Science and Technology (UNIST),"Accounting & Finance,Physics & Astronomy,General Engineering,Chemical Engineering,Business & Management,Biological Sciences,Economics & Econometrics,Chemistry,Mechanical & Aerospace Engineering,Civil Engineering,Computer Science,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering",FALSE,FALSE
2023,1750,175,Macquarie University,56.2,1750,38.7,267,89.8,112,64.9,235,44.6,181,76.1,389,Australia,Macquarie University,"Physics & Astronomy,Business & Management,Archaeology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Art, Performing Arts & Design,Economics & Econometrics,Agriculture & Forestry,Accounting & Finance,Architecture,History, Philosophy & Theology,Mathematics & Statistics,General Engineering,Chemistry,Education,Geography,Civil Engineering,Psychology,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Other Health,Sociology,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Communication & Media Studies,Law",FALSE,FALSE
2023,1760,176,Huazhong University of Science and Technology,56.1,1760,42.2,197,25.5,1445,83.2,99,42.6,203,88.8,170,China,Huazhong University of Science and Technology Hua Zhong University HUST Tech,"Civil Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemistry,Communication & Media Studies,Electrical & Electronic Engineering,Agriculture & Forestry,Computer Science,Chemical Engineering,Languages, Literature & Linguistics,Law,Medicine & Dentistry,Sociology,Mechanical & Aerospace Engineering,Other Health,History, Philosophy & Theology,Mathematics & Statistics,Economics & Econometrics,Architecture,General Engineering,Education,Biological Sciences",FALSE,FALSE
2023,1770,176,University of Liverpool,56.1,1770,33.2,402,94.1,60,39.6,1021,37.7,267,89.4,160,United Kingdom,University of Liverpool,"Archaeology,Architecture,Communication & Media Studies,Languages, Literature & Linguistics,Accounting & Finance,Business & Management,Computer Science,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Medicine & Dentistry,Psychology,Veterinary Science,Law,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy,Geography,Politics & International Studies (incl Development Studies),Sociology",FALSE,FALSE
2023,1780,176,Stockholm University,56.1,1780,29.7,536,66.3,387,38.3,1229,50.4,137,87.1,203,Sweden,Stockholm University,"Art, Performing Arts & Design,Architecture,Education,Communication & Media Studies,Law,Languages, Literature & Linguistics,Sociology,Geology, Environmental, Earth & Marine Sciences,Archaeology,Biological Sciences,Chemistry,Geography,Politics & International Studies (incl Development Studies),Accounting & Finance,Other Health,Mathematics & Statistics,Economics & Econometrics,Psychology,Agriculture & Forestry,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Business & Management",FALSE,FALSE
2023,1790,179,University of Mannheim,56,1790,40,235,57.4,521,61,262,48.2,144,79,344,Germany,University of Mannheim,"Languages, Literature & Linguistics,Computer Science,History, Philosophy & Theology,Psychology,Accounting & Finance,Business & Management,Law,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Mathematics & Statistics,Education",FALSE,FALSE
2023,1800,180,University of Arizona,55.9,1800,45.8,150,41.3,931,52.1,367,47,156,78.7,348,United States,University of Arizona,"Physics & Astronomy,Chemical Engineering,Chemistry,Architecture,Other Health,General Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Archaeology,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Education,Veterinary Science,Mathematics & Statistics,Accounting & Finance,Agriculture & Forestry,Psychology,Business & Management,Biological Sciences,Geography,Economics & Econometrics,Law,Communication & Media Studies,Medicine & Dentistry,Electrical & Electronic Engineering",FALSE,FALSE
2023,1810,181,Texas A&M University,55.8,1810,50.2,111,56,557,45.1,560,54.8,110,63.2,604,United States,Texas A&M University,"Art, Performing Arts & Design,Sociology,Chemistry,History, Philosophy & Theology,Business & Management,Law,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Psychology,Politics & International Studies (incl Development Studies),Geography,Computer Science,Archaeology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Communication & Media Studies,Architecture,Other Health,Chemical Engineering,General Engineering,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,Biological Sciences,Sport Science,Education,Agriculture & Forestry",FALSE,FALSE
2023,1820,182,University of Barcelona,55.7,1820,33.1,403,59.9,479,50.2,405,43.4,196,89.9,152,Spain,University of Barcelona,"Art, Performing Arts & Design,Medicine & Dentistry,Law,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Sociology,Business & Management,Biological Sciences,Communication & Media Studies,Archaeology,Other Health,Psychology,History, Philosophy & Theology,Accounting & Finance,Sport Science,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Education,Chemistry,Economics & Econometrics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering,Geography",FALSE,FALSE
2023,1830,183,Autonomous University of Barcelona,55.6,1830,35.1,339,67.1,381,43,668,38.8,254,91.1,131,Spain,Autonomous University of Barcelona uab,"General Engineering,Geography,Accounting & Finance,Agriculture & Forestry,Psychology,History, Philosophy & Theology,Other Health,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Business & Management,Law,Mathematics & Statistics,Archaeology,Education,Sport Science,Art, Performing Arts & Design,Computer Science,Veterinary Science,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,Medicine & Dentistry,Chemistry,Politics & International Studies (incl Development Studies)",FALSE,FALSE
2023,1840,183,Scuola Normale Superiore di Pisa,55.6,1840,56.7,75,56.4,542,38.2,1259,36.5,288,74.8,416,Italy,Scuola Normale Superiore di Pisa,"Economics & Econometrics,Chemistry,Physics & Astronomy,Archaeology,Sociology,Mathematics & Statistics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Computer Science,History, Philosophy & Theology,Biological Sciences",FALSE,FALSE
2023,1850,185,University of M??nster,55.5,1850,43.4,180,49.2,689,48.9,432,43.9,190,81.4,289,Germany,University of M??nster,"Accounting & Finance,Languages, Literature & Linguistics,Other Health,Medicine & Dentistry,Archaeology,Biological Sciences,Chemistry,Geography,Physics & Astronomy,Sport Science,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Economics & Econometrics,Law,Education,Sociology,Psychology,Art, Performing Arts & Design,Computer Science,Communication & Media Studies,Politics & International Studies (incl Development Studies),Business & Management,History, Philosophy & Theology",FALSE,FALSE
2023,1860,186,Pompeu Fabra University,55.4,1860,32.6,424,68.9,357,46.2,515,39.4,250,91.5,125,Spain,Pompeu Fabra University,"Art, Performing Arts & Design,Education,Communication & Media Studies,Languages, Literature & Linguistics,Mathematics & Statistics,Business & Management,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Accounting & Finance,History, Philosophy & Theology,Other Health,Computer Science,Sociology,Biological Sciences,Law,Economics & Econometrics",FALSE,FALSE
2023,1870,187,Cardiff University,55.2,1870,31.1,481,88.3,133,41.5,796,38.9,253,88.5,173,United Kingdom,Cardiff University,"Education,Psychology,Other Health,Archaeology,Geology, Environmental, Earth & Marine Sciences,Law,Business & Management,Politics & International Studies (incl Development Studies),Architecture,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Geography,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Biological Sciences,Accounting & Finance,General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Economics & Econometrics,Physics & Astronomy",FALSE,FALSE
